User,Events
2616577596,"[1227125679, 3348012164, 2659185582, 219294003, 1538209487, 797444832]"
2622502489,"[4152491492, 943072239, 2120779072, 2628680570, 3731945988, 1776393554]"
2628219969,"[244220291, 1621538745, 1430550539, 4002798045, 738179988]"
2630103442,"[3036332464, 2722304538, 2587945918, 1565715575, 2006849293, 2208531370]"
2635883523,"[2883057132, 1693226702, 3712819742, 3765117189, 3222518399, 2379850649]"
2637352610,"[3962985904, 999770277, 3289683998, 3790866767, 3118576636, 834360181]"
2638307735,"[1526997112, 1580455386, 2805037878, 680512190, 2980258101, 897667289]"
2642080861,"[3356939410, 1569838328, 2235632935, 1332771610, 141747067, 2520169151, 2610494844, 1761472129, 602394192, 1361307272, 771676713, 1600413013, 2529072432, 955398943]"
2645338549,"[476887385, 2150953857, 1641491432, 1935724864, 2650202363, 4029527069, 715067060, 3549888444, 1766881633, 3629715562, 3952025621, 3221268576, 1857491294, 3544970802, 45687644, 1074521155, 574261812, 2273045307, 496131340, 929396784, 3388135408, 3084168587, 1205670273, 2529072432, 955398943]"
2650571118,"[1784460521, 75326416, 2214433187, 1031615077, 4259324970]"
2651959030,"[576323486, 649960767, 1218419907, 3230361882, 643650594, 982352471]"
2652071763,"[3702762659, 615851431, 98978060, 1776393554, 3462111166, 1448086840]"
2654323600,"[4253071998, 4089863898, 2877011901, 627006212, 1241270051, 2354857659, 4198728308, 1448086840]"
2657081799,"[2007279414, 1353065742, 3776957253, 1269035551, 3849306291, 1816813281, 1076364848]"
2658254174,"[3565319586, 1911299906, 945439689, 1602227394, 1471140446, 2529072432]"
2661941135,"[2007279414, 3309338938, 673098017, 268233790, 2073609284, 952519340]"
2664817652,"[3760204639, 825525529, 1710224312, 3632072502, 1390707377, 1532377761, 2529072432, 955398943]"
2667658189,"[2860418664, 2612751259, 3655295959, 861118590, 1600413013, 2529072432, 955398943]"
2668702555,"[2007279414, 1844176380, 3103100779, 3950589515, 2073609284, 952519340]"
2672443109,"[1700688767, 2218325768, 1701227599, 1061745506, 4133838235, 1175861537, 354306787, 929396784, 3632072502, 1390707377, 2529072432]"
2675088061,"[3289683998, 3790866767, 2762356638, 1630022509, 4242816413, 3864843980]"
2678956041,"[2611097725, 921030522, 4130552113, 2235916835, 834360181, 3118576636]"
2680339394,"[70239777, 1449100881, 2670899462, 3917180106, 1516164055, 2106859088]"
2686965763,"[2103350077, 1111902281, 3546861867, 1335898508, 2701293208, 940261225]"
2689941153,"[3083830288, 3637523569, 1449135207, 4283510412, 1601916220, 3565166403]"
2698716586,"[883329724, 2156916339, 1307632801, 4238643515, 880504585, 1214539942]"
2700358387,"[388257732, 2729267396, 2549322104, 2190369261, 1269035551, 3849306291, 1076364848]"
2702656559,"[349304683, 766157199, 1951237429, 3022634670, 3014867612, 1386404286, 1694955508, 4242816413, 2746202243, 3320505228, 745914541, 2824024899, 2153037761]"
2705896863,"[3436797348, 124543921, 256643979, 570436992, 3717432238, 2296562792, 902747271, 519818482, 1356178708]"
2706381153,"[3621854275, 1926323783, 3276213471, 2802832059, 1600413013, 955398943]"
2707485519,"[2538041788, 3627805046, 389818573, 3029657775, 2265946558, 3039059830, 679148240]"
2712018445,"[2714036762, 2923256494, 209660080, 4017891961, 2939382527, 1341096506]"
2712755708,"[88942214, 2120779072, 559618821, 739733335, 2806565970, 1488068589]"
2714575829,"[2994679749, 2511625066, 684180084, 86549210, 1878997696, 4061182012, 878068450]"
2716313754,"[966176695, 869185019, 3887437420, 1480664438, 2511485505, 1730687343, 2484012499, 3117801085, 346595869, 2179367770, 3663139999, 3004656227, 1160849928, 2074025065, 4280025323, 2020073928, 2551928363, 673121169, 3830843862, 475466362, 912469932, 3249976439, 1745523978, 3205718958, 395587063, 1381992714, 2754161597, 3863047854, 293191359, 999037301, 4234683959, 1729757002, 523689598, 257669743, 2356200472, 1308089773, 1758220144, 227076136, 2004127159, 1432188744, 3275090106, 3981007415, 2846569993, 2798516620, 3633515900, 898528820, 2119816010, 4254146538, 851749287, 1435127635, 2164087788, 404076498]"
2722010150,"[3929507420, 4203571618, 3254991059, 1205670273, 221202458, 719337372]"
2723711433,"[2128371414, 2774259276, 1390707377, 1532377761, 2529072432, 955398943]"
2726466130,"[3632072502, 1697930615, 1390707377, 1532377761, 2529072432, 955398943]"
2726693879,"[3788487368, 432158069, 1622702915, 305085824, 3900540172, 1215610011, 387419688]"
2731543010,"[2628680570, 3992740948, 2389231921, 1777033053, 1776393554, 2535809440]"
2740332932,"[3551254564, 3505493473, 1333829432, 2437040715, 1555919109, 3864658857, 234179233]"
2749110768,"[921689165, 2901846698, 1741327284, 127649684, 3834543367, 4244406355]"
2754172608,"[1381165425, 3903656386, 1196882187, 3242166240, 1548928340, 1068825763]"
2755154178,"[2776357538, 221202458, 719337372, 1600413013, 2529072432, 955398943]"
2762021126,"[3183605169, 590155292, 3429508261, 642644408, 633659090, 1332759137, 2130616732]"
2766443755,"[258229084, 3928966388, 2042037256, 2931379737, 4068367333]"
2767944555,"[3007406784, 3294243397, 1335528193, 3757732203, 4070373333, 529363423]"
2774418078,"[1204184, 3617481257, 1780851267, 2506505258, 3583300165, 2459104568]"
2789613386,"[1842623585, 1426073917, 4254164270, 3828205008, 2489802043, 2485173442]"
2795891642,"[339060886, 3237349833, 1114221386, 1963580118, 688003497, 339742135]"
2798769441,"[306070571, 805562777, 749859087, 165954795, 4242816413, 4364520]"
2799306064,"[3984042837, 2350936091, 823015621, 832277631, 1812117472, 2428145712, 740269154, 4125420656]"
2799869027,"[3358064160, 1926323783, 263253434, 4194316975, 3276213471, 1548928340, 1600413013, 955398943]"
2805512120,"[200612846, 1784326680, 518815654, 2050034443, 894829625, 1370244570]"
2811661166,"[263253434, 1574221315, 1516269680, 642644408, 633659090, 2130616732]"
2811723155,"[955692500, 2090866381, 843676515, 4208530995, 1241270051, 2262994085, 1548902066]"
2813573544,"[2573375708, 3586952726, 1448266534, 2662849125, 3730940322, 3081495551, 2689439975]"
2813858112,"[3632072502, 714391510, 1390707377, 1532377761, 719337372, 1600413013, 2529072432, 955398943]"
2814084606,"[204809614, 2234592975, 294072770, 1420231458]"
2815174275,"[3048578499, 2007279414, 268233790, 1269035551, 2073609284, 952519340]"
2818060180,"[3723741723, 1177860296, 269279050, 4209032429, 894558917, 2604742516]"
2818909605,"[1095856197, 1670109616, 3896502134, 1395640727, 2556636029, 3388135408]"
2819638620,"[3302882916, 1251514213, 1251514213, 471005047, 471005047, 4282528155, 2530418280, 2530418280, 3165554886, 372148582, 372148582]"
2825444746,"[2007279414, 1902753965, 268233790, 2149464820, 1203717384, 952519340]"
2828200780,"[3768096054, 1602457910, 6815556, 1650125559]"
2836858122,"[2094952127, 3284977344, 4209269127, 4193798139, 3761092488, 1205670273]"
2839339716,"[3867573663, 2085933053, 1401528678, 4120806416, 2321179843, 1521445358]"
2848778083,"[1981405252, 1397996487, 1088231138, 2670086413, 1328316936, 1533268491]"
2849111044,"[2429675854, 2923175068, 2628680570, 326664129, 2806565970, 559618821, 1488068589]"
2850503069,"[2007279414, 1151525474, 2418142030, 1269035551, 3849306291, 1076364848]"
2853688818,"[2007279414, 1203717384, 2149464820, 3103100779, 3849306291, 2073609284]"
2856693199,"[3712568774, 3889235854, 4201499448, 1926323783, 2802832059, 955398943]"
2857166402,"[3129691238, 3927372874, 247946149, 2798291665, 1630022509, 2153037761]"
2861036936,"[2693141741, 1685778212, 1750885159, 3472954141]"
2863925078,"[685863199, 510454016, 1949386711, 861118590, 2529072432, 955398943]"
2867397699,"[2007279414, 268233790, 3776957253, 1269035551, 3849306291, 1076364848]"
2869450440,"[1296962014, 2173876437, 2084757341, 2009284726, 2711079268, 455025133, 1552542787, 2115636995, 1962197037, 1733366362, 3074213537, 2851440006, 2984717330, 4230784307, 967011022, 1457233789, 1537061753, 296367110, 2107071578, 1018664986, 85254966, 2382680725, 2051808530, 577524735, 1964247095, 2364266814, 3915228859, 2403415191, 2810314125, 3319506135, 764661719, 956084731, 2925251320, 3579514613, 2649802535, 2534283645, 3105765412, 840148457, 2366289805, 1555528731, 2942401862, 2265531116, 3609731911, 2298516857, 4055258235, 2443986891, 3368430354, 3480369605, 3976565573]"
2869467989,"[3929507420, 3545922494, 1587441682, 574261812, 3720373392, 1205670273]"
2872854546,"[2392886869, 151676688, 790687673, 457253413, 2980258101, 955398943]"
2873615520,"[519818482, 2342980834, 736179869, 550630680, 189617066, 438462512]"
2874546310,"[1949859321, 1111438174, 58444357, 1852255097, 1034336461, 2059769837, 2803195749, 741936389]"
2875507009,"[2298471648, 483630403, 1701047854, 300126317, 360800244, 2593959287, 1766166660, 3955537036, 2643430993, 754435036, 3028393247, 470220260, 187383927, 870288678, 3256827935]"
2875543516,"[705661752, 3732721577, 552686696, 939364046, 2703174925, 95061625, 1325042066, 6941167, 2269849993, 2814192697, 259831208, 2442645283, 838974568, 1510798104, 1865207745, 1762521462, 1848651942, 660144483, 2953099360, 1084602359, 981244440, 448676621, 2585678579, 3369354257, 1738754396, 2305488974, 615449287, 3705876954, 1622037677, 1505928280, 1394896327, 895832538, 4235829484, 1741021722, 3578298628, 1503517875, 1018819627, 2828744482, 3673014182, 2329324806, 370451063, 974085606, 1885776015, 1927107595, 1120137253, 1474309845, 1387849986, 396478584, 3969260761, 1857985857, 2776567522, 4140301246, 3022809854, 1304227508, 2219919748, 1957749285, 1417930931, 2354259889, 3161434996, 3182833252, 882787831, 4206300929, 2615721365, 3031574388, 1445820524, 441814828, 1376745282, 191661856, 3046201277, 3892832138, 3512357259, 681219745, 3186589566, 2878945881]"
2878125264,"[4136385770, 3488779034, 740875672, 2101810388, 2795929444, 304964468, 894829625, 959243663]"
2882325905,"[236560165, 1645953793, 3835188819, 3951780197, 525960636, 3016847846]"
2883004291,"[1497764698, 519705421, 1921897790, 602394192, 1361307272, 771676713, 2529072432, 955398943]"
2887634332,"[2459850460, 2585323353, 326664129, 2806565970, 635799819, 559618821]"
2891771317,"[1402201473, 3487719716, 3867936283, 3456202488, 3314397440, 2328940765, 347939435, 2000635564, 1841145872, 1126679093, 1407500515]"
2896196906,"[1958166234, 3175914811, 1401946527, 3499428374, 4058829330, 1600413013, 955398943]"
2896254370,"[872878580, 1462062430, 2893435883, 3501206680, 2224774231, 1037047814]"
2902724458,"[2680781138, 349771745, 2610494844, 1361307272, 771676713, 2529072432, 955398943]"
2903534974,"[1734883207, 2601768593, 3692510693, 3420542143, 3246757761, 2373658545, 490571154, 3429958607, 236295067, 2917794701]"
2906437598,"[3868972599, 226807427, 2401458775, 274750357, 797638314, 2643833505, 1361307272, 907302600, 955398943]"
2910006718,"[3415281246, 782675480, 3916858862, 2805037878, 4194316975, 2980258101, 3276213471]"
2911203191,"[3322294869, 1311237184, 3634298859, 1850316618, 633974618, 2163806924]"
2915713626,"[2293768387, 976975428, 1297314311, 2586592033, 1554293568, 96095826, 739813844, 2869061731]"
2926898853,"[498238691, 87962584, 130493588, 3199229320, 3797841998, 622003251]"
2927241033,"[1517488130, 573293150, 4176400762, 3389640666, 2312158323, 289509329]"
2927772127,"[4142334594, 1439846975, 2739422201, 2324148858, 643346765, 4133838235, 3776079471, 27733025, 3180988532, 2894128040, 2279381833, 364572656, 199858305, 1611840162, 1390707377, 1532377761]"
2930631258,"[3263097785, 2195745382, 494693063, 2740052708, 2806565970, 1114350408]"
2932100756,"[2213514822, 1641491432, 3274210826, 1238533876, 3612574786, 1635880727]"
2932877456,"[833872022, 3769851269, 179400585, 1630022509, 3400311907, 4231641706]"
2936934993,"[2007279414, 4080944038, 782683695, 516796945, 268233790, 1269035551]"
2937936158,"[2604206550, 498238691, 130493588, 1194159142, 2085386112, 622003251, 3982727529, 2153037761]"
2943972367,"[1812117472, 2428145712, 2168553474, 899234866, 4203627753, 4125420656]"
2945719859,"[3369927458, 3384785057, 2598678508, 3117416613, 795158097, 2145977549]"
2946085732,"[954775945, 317243602, 2005419859, 2840088969, 4209606131, 4089322861]"
2954540407,"[1200696517, 2038842201, 3696762643, 1132260675, 641950279, 496369519]"
2956786715,"[1952280227, 2240562688, 630468109, 2625865426, 4155317680, 1771420278]"
2957525159,"[3979329642, 1859435186, 4207645588, 3507025494, 2006849293, 877025255]"
2958453070,"[2703254873, 201681061, 3149756569, 3321054057]"
2959872768,"[3632072502, 1044854627, 1532377761, 1205670273, 1600413013, 955398943]"
2964090531,"[2428145712, 679700922, 406031080, 675888033, 1820029797, 3251813967, 740269154, 4203627753, 4125420656, 899234866]"
2967464230,"[3978034285, 1455527953, 1868735086, 1850381877]"
2967741107,"[2007279414, 3776957253, 1203717384, 1902753965, 2149464820, 1269035551, 1076364848, 952519340]"
2975408825,"[61186519, 950466784, 2352676247, 4203627753, 3509100603, 152418051]"
2980760895,"[264093631, 2740039921, 975368365, 2519340525, 106082174, 2005200739, 3085508457, 126225732, 4279704370, 642644408]"
2985559658,"[2007279414, 516796945, 2073609284, 2149464820, 1203717384, 910169576]"
2991097972,"[1718780095, 1718780095, 2135167144, 916627849, 916627849, 3420008322, 3420008322, 3173485121, 3173485121, 3221466050, 2123370960, 1680827969, 1680827969]"
2993544760,"[2354817832, 1834242831, 2244851506, 336832383, 1877217637, 2974043284]"
2998686163,"[4198665344, 1977103360, 2393713696, 804412705, 2355223552, 2365712171]"
3000809568,"[724467061, 3417522749, 264729502, 1010862872, 1616971251, 3505444496]"
3003418192,"[2739214482, 3936430504, 4242791241, 2913463627, 4015512775, 191855551, 2141807420]"
3005325737,"[2072093039, 3216437587, 2764949662, 1306811865, 1865278837, 3961964887, 4171466007, 4171466007, 2542056792, 2542056792, 2457826459, 3673272503, 493625429, 154699280, 2602634903, 490655491, 490655491, 626898203]"
3006433212,"[2033272792, 3572755662, 496131340, 3929507420, 3388135408, 1205670273]"
3014690438,"[2007279414, 3309338938, 673098017, 1269035551, 1816813281, 952519340]"
3019985439,"[2007279414, 1203717384, 1451401793, 2149464820, 910169576, 2498491194, 2073609284]"
3024528036,"[585151978, 1497894009, 2119976630, 4060350890, 1860786983, 2038082048]"
3025856715,"[4197279783, 2761452754, 145185489, 3813752623, 2531209279, 1068825763]"
3026296984,"[3048578499, 2007279414, 268233790, 1844176380, 1269035551, 3849306291, 1076364848]"
3027707150,"[3192244285, 55674797, 3811447746, 1914791953, 2803195749, 4140154751, 98978060]"
3029988578,"[2925844380, 3992740948, 2415683963, 3563504832, 1396198787, 1896396447]"
3031311007,"[729986603, 3753161356, 651174684, 2287755049, 4275142194, 2915423024]"
3044948713,"[2522610844, 1704192379, 1770070953, 2610494844, 602394192, 1361307272, 771676713, 2529072432, 955398943]"
3046595544,"[4250274626, 4082754167, 277703982, 2532930501, 202956573, 2872459265]"
3047819005,"[587887631, 3494778844, 3245999872, 1841881977, 3717837762, 3351523181, 1084665102]"
3057886253,"[238183057, 760605611, 3018152861, 1629607390]"
3061219196,"[715525781, 673411331, 3903656386, 1783542538, 3458414023, 1455527953, 1868735086]"
3062811490,"[1349844435, 1462902079, 3698756944, 3289683998, 834360181, 2153037761]"
3063570853,"[2007279414, 1151525474, 2418142030, 1203717384, 1269035551, 3849306291]"
3064141535,"[2681949096, 578495480, 2069779941, 199015496, 4218422552, 4240012169]"
3065645152,"[1184964740, 1529554640, 2307150378, 2913407142, 2806565970, 559618821, 1488068589]"
3076344276,"[1198822517, 1198822517, 3628832108, 1530777040, 4085032789, 4085032789, 495530799, 3595820764, 1234490218, 1299853275, 1299853275, 3671241403, 372148582]"
3081802439,"[520433121, 666792166, 3528246788, 1042064537, 1577425467, 2596874575, 244999119, 897667289]"
3082761932,"[4242876457, 1744642459, 2063114096, 3558194197, 753153584, 3922547783]"
3083116980,"[3309338938, 4080944038, 2007279414, 1203717384, 2149464820, 1269035551, 3849306291, 1076364848]"
3085653149,"[3982566776, 3583375355, 1682999037, 3317052947, 85767366, 4087184760, 2893363609]"
3102057813,"[2067543712, 3466523662, 2145727940, 3358064160, 3276213471, 955398943]"
3102820911,"[823015621, 4026815644, 1597380017, 1812117472, 1501679119, 899234866]"
3110356955,"[1852447647, 742296592, 2876844499, 2806565970, 1065552764, 2828969498]"
3110482182,"[1692359541, 97217712, 633659090, 907302600, 2130616732, 2643833505]"
3120509854,"[385934286, 1920497477, 2412834294, 2529072432, 955398943]"
3129779187,"[3163090701, 4182255726, 617316572, 2183849299, 1596190412, 843844488]"
3133126031,"[4025174474, 2453174300, 1486542415, 2401458775, 1361307272, 2529072432]"
3137272703,"[2997875645, 406602676, 3522246891, 1040771467, 2508140005, 4211366080]"
3138500404,"[498238691, 87962584, 130493588, 3199229320, 731731924, 622003251, 834360181]"
3141188020,"[2610685768, 2401458775, 2389263741, 633659090, 907302600, 2529072432]"
3141270743,"[2007279414, 1203717384, 268233790, 2149464820, 2073609284, 952519340]"
3144716827,"[1355891623, 3542981925, 2964650855, 1031988530, 4127849475, 2112902965]"
3151067532,"[2007279414, 516796945, 3776957253, 268233790, 1269035551, 2149464820]"
3151372447,"[2283823291, 576659612, 2374455326, 315405402, 2913860360, 2107176778]"
3156258711,"[2628680570, 1170338316, 3480624055, 2286155514, 1548928340, 1448086840]"
3156280563,"[2007279414, 3776957253, 3103100779, 268233790, 1269035551, 2149464820, 3849306291, 1816813281, 1076364848, 952519340]"
3156650528,"[2856475163, 4198698180, 2303517156, 2332683796, 1133385189, 821546192]"
3160835923,"[3048578499, 2007279414, 2418142030, 1844176380, 2149464820, 2498491194, 952519340]"
3170052426,"[2217127009, 2136853395, 1022472347, 392819357, 1911033753]"
3173136187,"[2549322104, 2445964998, 1465929077, 1902753965, 1269035551, 1076364848]"
3188659428,"[2935869426, 2168332178, 2168332178, 2168332178, 2390991047, 3478765131, 3478765131, 263253434, 263253434, 2401458775, 2822187055, 2822187055, 642644408, 642644408, 1332759137, 3276213471, 2130616732, 633659090, 907302600, 2529072432, 955398943]"
3188730216,"[1041499194, 1739123656, 795501645, 3358028399, 2594244407, 2865762984]"
3198320860,"[232148793, 965094203, 3667338776, 1639958590, 926605391, 1068825763]"
3199685636,"[1964407998, 1765678116, 3311162737, 1699561506, 1776393554, 3462111166]"
3199843944,"[1297873285, 1301205843, 3539439890, 3584264094, 3094003586, 675692005, 2164665174]"
3203217285,"[598637776, 832111597, 1061745506, 1061745506, 1608616656, 1608616656, 3842730088, 3842730088, 2711413648, 1437024757, 1107282026, 1107282026, 1256438825, 1063306856, 1205670273, 1205670273]"
3203593930,"[2007279414, 3309338938, 1272961219, 4244463632, 1902753965, 2498491194]"
3205024967,"[3716263, 1767325091, 2465528861, 731731924, 1306613841, 2153037761]"
3211179030,"[127757681, 2642707561, 810618772, 1465929077, 1902753965, 1269035551, 1076364848]"
3211659078,"[3316725232, 19066266, 1106485422, 94390648, 1482977591, 3974790590, 3125637601, 2460275226, 3536738287, 2247712885, 1320937087, 3755985706, 1073011186, 3413747696]"
3212760933,"[1935724864, 230117918, 2651254812, 2886180176, 496131340, 574261812, 3254991059, 3388135408, 1205670273]"
3215198745,"[3182116763, 3305670037, 2874847602, 2675605891, 6745734, 554403005]"
3216203623,"[1969907111, 3081148851, 772318802, 1304281836, 2333818729, 1243481310, 893326926]"
3220841218,"[4225875840, 3151646514, 777926482, 1812224114, 2855520649, 949085150, 2328414150, 2225155651]"
3221545220,"[2699966806, 2998423233, 494609171, 3873074356, 3574237758, 1814593210]"
3223915354,"[3036332464, 2350143315, 614606641, 1491291821, 785175041, 2485173442]"
3226236386,"[1390707377, 1532377761, 719337372, 1600413013, 2529072432, 955398943]"
3231170614,"[3929507420, 4203571618, 496131340, 574261812, 3830416827, 1205670273]"
3240223983,"[2007279414, 2518909170, 1151525474, 1203717384, 268233790, 3950589515, 2149464820, 3849306291, 2498491194]"
3244428383,"[1701227599, 1568656668, 2464117384, 2363285172, 3501931364]"
3245449378,"[2729267396, 2445964998, 810618772, 1465929077, 1902753965, 2007279414, 1269035551]"
3248992473,"[505206311, 869878857, 229397491, 2324380948, 2103350077, 3966531125]"
3255013048,"[3309338938, 4080944038, 2007279414, 4281214635, 1203717384, 2149464820]"
3257773536,"[2041845174, 3276095034, 3392266510, 375657807, 4165471135]"
3261535803,"[3309338938, 2007279414, 1203717384, 268233790, 3103100779, 2149464820, 1816813281, 952519340]"
3264469018,"[2325254433, 41252927, 4258255746, 2350143315, 1691642619, 4074266568, 389608207]"
3269497309,"[4060218920, 2414261475, 1284947746, 937839032, 567527059, 3196423475, 2136947347, 1189079895, 3890305464, 4091983060, 1939242815, 2825765070, 2056583312, 1065083553, 1491291821]"
3270633490,"[2007279414, 3309338938, 673098017, 1272961219, 4244463632, 1269035551]"
3271027231,"[4214464123, 1300373544, 2624001814, 110357109, 1501679119, 4125420656]"
3271072939,"[361570611, 3040173206, 2689295221, 2753787047, 129433063, 776270146, 1127616954]"
3275450415,"[915339846, 681532729, 2167282999, 491118104, 1494587743, 3312755383]"
3281890361,"[1939373766, 1203574711, 3572612838, 4034045801, 94512525, 3006554485]"
3282478477,"[4267083677, 1619013260, 97217712, 3643004825]"
3284221169,"[3868972599, 2828937719, 733567972, 633659090, 1332759137, 907302600, 2130616732, 2643833505]"
3287283918,"[1491536345, 1253059865, 3085508457, 2633697384, 263253434, 1926323783, 2039358442, 3276213471, 2643833505, 2130616732, 771676713, 1600413013, 955398943]"
3287919994,"[2024846810, 2682191451, 3904594201, 1900367007, 1829771929, 4179053211, 1584909205]"
3292004587,"[3481660815, 1947512427, 2099766081, 4198989765, 1731351853, 4032059949, 2493350916]"
3296184072,"[2007279414, 1269035551, 2149464820, 3849306291, 1203717384, 1076364848]"
3300006570,"[3930077968, 1620415785, 553125617, 1776393554, 915403718, 3390105219]"
3303967764,"[1586958576, 1078728855, 1446467556, 2094504098, 3568477429, 238236954]"
3308369328,"[997119679, 3981414613, 1164494804, 3410736122, 2613114347, 955398943]"
3310718710,"[3198469416, 979018642, 239276659, 3643004825, 2748209109, 741936389, 915403718]"
3312901615,"[739610511, 3822325901, 3033485944, 3851327907, 2538610936, 1646922764]"
3316923302,"[4080944038, 2007279414, 516796945, 268233790, 1269035551, 1076364848]"
3317343091,"[2988714006, 3267443839, 148260876, 4224695215, 2066686477, 897030494]"
3317432819,"[3479915003, 3344451900, 2557676844, 696974056, 3674045729, 2146934064]"
3329238167,"[401945277, 3323634350, 3136211868, 1882674933, 1759424406, 3429610508]"
3331695347,"[3873822688, 732598129, 445373500, 3934491209, 1390707377, 1532377761]"
3336162241,"[2044297478, 4218102720, 2725806125, 1510397833, 2794180407, 2141807420]"
3341220404,"[3083954869, 447529362, 875838968, 3906315254, 3506402701, 67012143]"
3344502842,"[1581051040, 1495214616, 143166460, 3427581706, 219359052, 2290513865, 649028999, 1155541225]"
3347075701,"[3186605940, 3868972599, 1604908519, 2828937719, 590155292, 3429508261, 1620441934]"
3348106292,"[4164547146, 3906525090, 1080902962, 2054163586, 3570834350, 1405185826, 1929396336, 517667357, 3935738455, 1986950405, 3338921398, 2902382716, 3303531339, 3668618395]"
3349277777,"[3084982208, 2729267396, 810618772, 1465929077, 1076364848]"
3353825628,"[3376874101, 3347318178, 751257786, 803416244, 1699561506, 2788558897]"
3358691318,"[2776566965, 1641491432, 825525529, 3354053703, 1601916220, 752522970, 1910800345, 3565637257, 3632072502, 529297758, 986099040, 714391510, 645163767, 1390707377, 1532377761, 2529072432, 955398943]"
3365747117,"[2218325768, 4095072803, 2337560536, 1773363754, 2398136361, 1370824124, 612496662]"
3369635310,"[2038842201, 4292094603, 2583998307, 4176548681, 3769851269, 3199229320, 1767325091, 749859087, 165954795, 3790866767]"
3371598262,"[900991530, 4173740423, 4218736701, 98978060, 1860569646, 1255629030]"
3375265240,"[1609864127, 2227570794, 1903444229, 757155672, 1456220611, 1389265162, 36941495]"
3376295099,"[2466290510, 3505087357, 767771854, 2234892318, 3106977684, 4229279075]"
3382101856,"[2273436459, 2980178978, 1374554188, 272372820, 4144714322, 3613369719]"
3384327553,"[2007279414, 2445964998, 3776957253, 1269035551, 1902753965, 1076364848]"
3384998777,"[70239777, 3444400392, 2897294049, 1875566296, 334681152, 1038016517]"
3387377708,"[159721752, 3128414020, 1319886393, 2203480307, 378442814, 16744769]"
3389539441,"[2007279414, 3776957253, 1203717384, 2149464820, 1269035551, 1071582440, 910169576, 1076364848]"
3391248744,"[1253059865, 3747915720, 1448857745, 1053768644, 1447796967, 741936389]"
3393069828,"[1116957623, 236468864, 1370289455, 2232765899, 1940265937, 2007279414]"
3393388475,"[3927912292, 3927912292, 3927912292, 4145665238, 1379671569, 2710326975, 1153082957, 2124576111, 3478396816, 2322243932, 766696037, 191035332, 766696037, 573627113, 2322243932, 3893181671, 1163401947, 2028588738, 1379671569, 680270887, 766696037, 680270887, 2322243932, 2421610059, 3893181671, 3089090466, 3089090466, 3089090466, 4065600923, 4065600923, 3016407585, 2055996347, 2055996347, 2055996347, 2416695503, 2416695503, 2416695503]"
3398074284,"[4035948758, 3978187960, 432884667, 1907768249, 1951496954, 1341096506]"
3399370476,"[3048578499, 2007279414, 1902753965, 268233790, 2073609284, 1844176380]"
3400749749,"[3984042837, 61186519, 794450376, 823015621, 881346279, 4203627753]"
3408810544,"[1494513322, 733567972, 3212746272, 2437956447, 2645301517, 3434717258, 2415873572, 633659090, 2643833505, 2130616732, 907302600]"
3412293331,"[2403467034, 826688620, 2936286120, 1879855497, 634388536]"
3421026299,"[3130403537, 1386351230, 677512784, 2325712717, 47566099, 67648066]"
3421486832,"[3712322311, 188836861, 1771863286, 2092805628, 2979828712, 615488222]"
3433923309,"[264093631, 1693226702, 1504654993, 3183605169, 126225732, 2145977549]"
3440770225,"[2007279414, 1203717384, 268233790, 1902753965, 2149464820, 952519340]"
3441266811,"[3146118530, 1229923070, 2492206995, 332142007, 273902811, 1672345363]"
3444618080,"[111192850, 1896396447, 2628680570, 588161010, 3395117104]"
3444786385,"[1584496408, 812516824, 1359628311, 1159725056, 1012343640, 2102453106]"
3445274859,"[3309338938, 4080944038, 2007279414, 3776957253, 1269035551, 2149464820]"
3445686240,"[507816315, 2245953972, 1462902079, 3289683998, 3496460337, 834360181, 2153037761]"
3449620252,"[2633693246, 939563341, 2398301447, 24645215, 2505798415, 807006174]"
3452328864,"[3667790426, 2891200198, 2987292356, 2412857873, 3951671760, 1705637051, 1297803954]"
3454909050,"[2405536413, 3565166403, 1390707377, 1532377761, 2529072432, 955398943]"
3462246595,"[3610629096, 3610629096, 4260484947, 1820821749, 1820821749, 3472113541, 2927983479, 1383850843, 18401271, 18401271, 119655595, 200218730, 200218730, 2119913009, 108328258, 2645301517, 2776357538, 2529072432, 2529072432]"
3474033611,"[1480770482, 1996503357, 992561323, 4210442719, 2258521927, 645163767]"
3474165907,"[2007279414, 3048578499, 268233790, 1269035551, 2073609284, 952519340]"
3475765358,"[2585162162, 326664129, 3395117104, 1494513322, 2806565970, 1488068589]"
3475966810,"[673098017, 2007279414, 268233790, 1269035551, 2498491194, 2073609284]"
3476937584,"[3383153497, 3830612733, 4208530995, 939765972, 1776393554, 98978060]"
3480781792,"[2920583393, 196335814, 3643004825, 353933726, 1133385189, 1332759137, 1488068589]"
3481169628,"[3779243813, 3992740948, 2316176007, 1561841388, 4005826846, 4181743367, 1065552764]"
3481754148,"[4083904591, 2384544175, 3737370953, 2951510981, 3773409641, 426238334, 3417170518, 1294433853, 602394192]"
3482266552,"[4085190064, 4139045662, 4193393034, 3245288267, 4107095208, 2577247101, 3561137432]"
3482692814,"[2007279414, 3309338938, 3120715480, 516796945, 1269035551, 1076364848]"
3491804473,"[2815388669, 543972501, 3744389392, 2259674237, 919637696, 3388135408]"
3492312016,"[4097011060, 87962584, 130493588, 3199229320, 974024618, 163395593, 622003251, 2899756668]"
